temperatura_C,vibracion_mm_s,presion_bar,corriente_A,horas_desde_mantenimiento,rpm,etiqueta
61.997,2.908,5.442,13.502,411.266,1745.135,0
64.671,2.379,6.098,13.240,1414.277,1730.322,0
64.266,1.731,5.231,11.666,1923.208,1689.751,0
60.879,3.346,7.115,11.653,191.782,1797.373,0
57.415,1.897,6.229,15.331,1586.363,1805.575,0
61.298,1.321,5.813,11.312,896.639,1689.309,0
84.554,4.057,6.032,20.709,2193.600,1665.276,1
65.351,2.427,6.491,15.777,528.399,1851.998,0
55.198,2.198,6.137,14.534,794.462,1633.866,0
85.807,4.019,4.947,17.298,1135.111,1761.264,1
62.417,2.808,5.310,14.572,1348.276,1809.600,0
58.168,2.246,5.923,14.258,482.340,1730.824,0
65.481,1.950,6.433,14.926,1173.326,1766.393,0
51.669,2.075,5.776,14.082,1192.259,1706.889,0
60.026,3.185,6.341,13.807,469.900,1753.089,0
59.347,2.795,6.642,13.199,681.092,1727.132,0
72.937,3.574,5.202,12.827,178.545,1682.009,0
63.163,2.972,5.536,14.859,1888.042,1684.280,0
52.473,1.853,5.155,13.761,1174.291,1680.193,0
63.476,2.747,6.194,15.729,532.029,1750.550,0
65.349,2.106,7.057,13.316,479.315,1801.455,0
54.955,0.980,5.705,15.575,733.471,1723.194,0
68.569,2.220,5.975,14.882,1048.407,1757.251,0
59.526,1.625,5.973,17.822,921.452,1686.452,0
62.565,2.230,6.169,15.004,224.172,1733.618,0
61.352,2.202,5.253,15.115,926.075,1688.320,0
59.429,2.294,5.447,13.526,930.142,1725.322,0
57.717,1.263,6.041,16.667,1025.776,1781.362,0
97.484,4.298,5.273,18.190,1363.206,1707.054,1
70.690,1.433,6.047,15.933,283.872,1775.128,0
61.759,1.743,5.886,14.356,1061.936,1755.079,0
59.241,3.021,6.044,13.063,605.684,1734.399,0
66.688,2.299,6.086,15.336,1018.771,1754.562,0
61.796,2.227,6.528,13.002,108.884,1822.997,0
67.496,2.258,5.986,17.475,1680.225,1719.263,0
59.839,2.799,6.749,15.171,79.897,1782.779,0
61.602,1.329,5.643,14.296,827.470,1773.439,0
60.735,1.933,6.500,13.952,1153.447,1603.964,0
70.188,1.843,5.949,13.308,660.416,1769.966,0
65.979,1.986,5.501,13.198,259.037,1755.744,0
59.110,1.937,6.134,12.725,367.817,1773.488,0
67.766,2.102,6.517,15.894,1064.520,1676.694,0
62.458,1.821,5.664,15.003,372.523,1760.146,0
61.585,2.773,6.467,13.764,283.302,1747.639,0
58.880,2.364,5.908,8.945,664.518,1689.658,0
66.846,1.530,6.320,12.568,1984.835,1862.950,0
90.203,3.191,4.755,15.359,2036.075,1771.006,1
57.387,2.262,5.918,14.192,1069.215,1828.927,0
89.904,4.796,5.473,20.688,913.987,1813.609,1
57.268,1.508,6.481,13.638,1721.570,1774.475,0
70.868,3.221,4.956,14.767,119.618,1656.520,0
59.579,1.414,5.896,13.728,137.264,1770.197,0
66.864,2.161,6.261,14.774,493.552,1776.902,0
62.182,2.572,5.662,13.755,549.709,1815.704,0
58.356,2.421,5.444,14.734,1848.136,1742.079,0
66.686,2.421,5.779,14.741,825.260,1806.054,0
55.641,1.852,6.087,14.813,1363.536,1781.672,0
61.209,1.737,6.686,13.937,748.927,1691.293,0
62.201,1.582,6.161,14.485,930.452,1684.116,0
61.093,1.671,6.055,13.592,1526.885,1737.819,0
64.721,3.022,6.291,14.677,1232.883,1790.286,0
53.825,1.639,6.418,15.295,337.778,1714.240,0
57.895,2.129,5.763,15.259,1000.491,1743.531,0
62.436,2.666,6.242,13.572,1031.520,1712.654,0
64.491,2.063,5.288,11.704,1442.572,1766.876,0
65.022,2.020,6.908,12.191,1595.251,1784.566,0
72.702,7.842,5.374,14.623,1673.284,1656.549,1
58.225,2.201,6.778,12.616,841.806,1697.739,0
65.220,2.689,5.603,11.330,181.298,1720.093,0
53.946,2.438,5.590,12.576,1732.446,1812.623,0
64.655,1.554,5.454,14.126,1364.305,1802.714,0
53.885,2.017,5.866,14.404,623.691,1743.547,0
62.692,2.271,5.071,14.572,110.145,1754.811,0
55.564,1.363,6.601,13.221,565.781,1702.113,0
64.786,1.860,5.399,14.525,1479.777,1699.851,0
56.143,1.439,6.501,13.661,832.269,1773.966,0
63.999,2.549,5.740,14.494,1773.323,1864.619,0
55.338,1.681,5.689,12.109,1596.499,1722.728,0
63.985,2.156,6.517,12.289,187.133,1784.391,0
64.903,2.099,5.561,16.316,1599.040,1796.310,0
69.992,2.460,6.805,15.131,1225.768,1729.951,0
54.074,6.774,6.220,15.265,1774.596,1525.084,1
55.845,2.418,6.474,12.746,982.661,1755.674,0
60.633,2.596,5.058,13.620,44.612,1763.287,0
58.516,1.496,6.715,16.453,1715.287,1736.220,0
56.042,2.122,5.758,13.822,421.890,1727.542,0
63.107,2.453,5.718,12.368,1383.997,1760.659,0
64.359,2.050,5.983,14.096,173.390,1754.633,0
64.593,2.510,4.855,13.560,480.568,1824.548,0
56.025,1.503,6.184,13.501,1139.414,1721.512,0
62.307,2.112,6.886,13.460,1657.152,1806.846,0
55.558,2.041,6.716,14.202,671.454,1813.409,0
63.782,2.200,6.586,14.204,1703.656,1735.998,0
66.423,5.687,6.335,16.312,2031.802,1467.626,1
58.726,2.184,5.941,10.420,1956.548,1707.045,0
61.695,2.451,6.216,16.101,1218.660,1741.075,0
62.142,1.345,6.235,15.075,556.897,1769.344,0
58.383,2.097,5.943,14.913,1078.505,1785.733,0
69.951,2.085,6.972,15.486,1481.963,1680.026,0
63.005,1.681,4.946,14.492,9.072,1733.390,0
65.005,3.208,5.393,14.358,1746.518,1719.088,0
68.558,2.399,5.867,14.843,1371.423,1719.541,0
58.613,1.948,5.499,13.621,1714.402,1786.197,0
70.674,2.888,5.989,16.110,1305.435,1614.386,0
59.125,1.482,6.262,14.346,1241.996,1795.930,0
61.993,1.747,5.407,13.882,1765.979,1659.471,0
61.368,3.039,5.669,14.384,221.434,1781.801,0
61.601,2.186,6.215,12.723,325.613,1751.988,0
64.358,1.935,6.577,15.846,1054.486,1814.053,0
70.671,2.597,5.915,15.417,841.396,1824.593,0
76.345,2.337,6.274,12.491,958.138,1775.879,0
62.513,2.840,5.618,13.886,1127.880,1705.834,0
62.156,1.914,5.380,16.019,1051.693,1697.585,0
63.090,1.671,5.669,16.662,1793.538,1809.283,0
63.965,2.130,5.170,12.293,1626.027,1823.702,0
74.589,2.334,5.824,12.988,1737.692,1761.254,0
64.633,1.821,5.617,12.350,1027.732,1644.827,0
68.559,3.751,5.797,14.295,992.804,1688.874,0
54.560,1.665,6.175,14.840,60.439,1648.928,0
55.389,1.412,5.820,14.060,799.831,1864.436,0
60.290,2.041,5.389,15.047,338.453,1669.620,0
60.358,2.652,6.192,14.797,849.226,1602.325,0
58.650,2.196,5.460,15.680,1663.417,1817.891,0
88.030,2.643,5.279,19.639,1761.890,1548.443,1
69.838,3.415,5.978,15.021,110.199,1834.968,0
70.329,2.545,5.253,13.175,1682.726,1753.849,0
57.932,1.852,6.778,17.471,232.353,1739.931,0
58.304,2.891,6.284,12.465,56.852,1736.631,0
61.420,1.420,5.052,10.827,475.645,1756.609,0
63.274,2.322,6.016,13.502,1474.688,1781.500,0
61.017,2.891,6.980,13.353,389.388,1820.684,0
63.635,2.865,5.760,13.657,1239.059,1820.571,0
58.357,1.859,6.228,14.217,1119.915,1920.271,0
63.317,2.397,7.362,14.689,339.031,1865.024,0
66.354,3.124,6.101,14.058,809.548,1716.983,0
67.464,2.546,5.990,14.442,646.140,1819.870,0
66.867,2.117,5.762,13.636,1580.498,1857.893,0
61.841,2.092,5.563,14.870,1338.935,1682.808,0
58.718,1.625,5.607,14.691,721.223,1788.309,0
52.763,1.639,6.406,13.083,1639.515,1650.605,0
56.973,2.302,6.635,12.734,268.293,1739.395,0
73.108,3.062,5.785,12.705,1216.278,1765.067,0
65.722,3.037,5.514,13.331,439.558,1795.155,0
65.865,2.060,6.484,15.724,775.123,1792.928,0
58.763,2.083,7.381,12.009,284.326,1688.010,0
59.365,2.436,5.862,13.294,1970.907,1718.684,0
57.811,2.010,5.942,15.015,545.178,1681.114,0
62.741,1.669,5.873,13.002,1781.751,1742.464,0
59.105,2.273,5.886,13.518,988.756,1711.471,0
64.319,3.221,5.466,15.761,89.858,1709.669,0
54.629,1.708,5.351,10.976,1074.791,1698.364,0
65.730,3.054,6.379,15.860,1001.683,1658.734,0
61.560,2.440,5.531,14.290,1731.778,1686.742,0
62.673,2.266,5.672,16.231,1945.295,1612.750,0
73.856,2.658,5.860,15.757,1916.405,1713.927,0
67.824,1.455,5.892,16.748,356.218,1817.578,0
62.889,2.469,6.780,15.031,790.402,1715.505,0
64.137,2.087,5.664,12.994,943.549,1745.559,0
60.180,2.153,6.244,14.026,274.530,1790.383,0
63.073,2.578,5.915,13.213,269.208,1825.947,0
59.676,2.131,5.034,17.273,1712.368,1776.248,0
72.950,6.689,5.946,16.124,2189.310,1820.117,1
85.478,4.830,5.083,19.676,2147.428,1752.256,1
51.420,2.422,5.644,12.672,1719.015,1774.445,0
76.424,6.444,6.122,13.106,1907.842,1815.264,1
58.510,2.642,5.950,14.924,435.973,1789.212,0
56.012,2.432,5.955,15.319,664.113,1732.077,0
56.282,3.000,6.413,13.248,189.630,1714.823,0
59.306,3.172,6.263,10.939,616.093,1661.564,0
60.285,2.285,5.334,11.019,1630.115,1741.495,0
70.125,2.081,6.280,12.469,117.270,1645.413,0
69.041,1.969,6.218,17.034,1933.039,1790.586,0
60.946,2.669,6.375,9.553,203.819,1688.572,0
72.325,3.405,5.856,10.508,1029.466,1723.753,0
52.300,2.616,6.291,12.861,1652.292,1756.029,0
58.155,0.870,5.205,14.054,1095.396,1762.523,0
69.216,2.507,5.240,13.243,1743.750,1741.646,0
60.051,2.212,5.388,13.494,1171.608,1821.759,0
62.514,2.544,6.408,11.490,491.819,1774.005,0
66.702,2.490,4.975,14.411,1955.859,1727.038,0
62.429,2.157,6.124,11.813,1426.647,1683.390,0
66.607,2.485,6.079,14.312,233.894,1752.771,0
83.756,4.302,6.043,17.376,2129.892,1487.745,1
60.362,1.400,4.679,12.742,1396.906,1657.816,0
62.874,1.967,5.879,14.737,1715.138,1762.800,0
64.205,2.117,6.413,12.038,1266.985,1719.693,0
63.827,2.447,5.474,12.217,627.453,1830.235,0
73.750,2.526,5.245,11.645,242.043,1842.489,0
62.652,2.163,5.918,12.186,1332.995,1743.920,0
62.755,2.161,6.452,13.473,748.968,1761.128,0
57.987,1.527,6.103,13.294,1004.875,1820.903,0
63.513,2.880,5.172,12.232,741.045,1861.771,0
73.237,2.796,6.403,15.132,328.637,1767.793,0
64.698,2.094,6.426,11.091,1259.078,1751.319,0
74.554,2.727,6.109,13.810,669.262,1723.847,0
59.858,6.429,5.988,13.505,2175.855,1649.668,1
66.204,2.427,6.715,16.341,1634.304,1752.412,0
58.953,1.826,6.498,15.158,1004.213,1691.973,0
59.387,2.193,6.027,15.023,1676.388,1825.803,0
57.443,1.848,7.031,15.165,41.864,1783.561,0
54.671,1.933,6.980,14.282,174.764,1844.849,0
57.150,1.205,5.616,13.892,1896.883,1743.424,0
62.652,2.197,6.203,12.118,1270.071,1699.048,0
57.371,2.471,6.448,14.325,84.212,1709.959,0
57.881,1.790,5.405,12.936,1492.475,1700.045,0
59.900,1.179,5.860,13.859,1067.148,1744.190,0
64.791,2.521,5.769,13.995,420.834,1710.908,0
51.840,2.475,5.518,12.204,1206.503,1773.555,0
62.517,0.795,6.110,12.812,984.019,1727.695,0
58.943,2.730,6.286,14.259,1264.144,1851.761,0
58.242,2.233,5.593,14.974,1788.608,1793.004,0
58.387,1.208,6.199,13.756,1184.757,1810.625,0
66.160,2.285,5.900,14.081,522.317,1750.733,0
62.245,2.099,5.705,14.496,987.807,1840.010,0
55.249,1.388,5.810,10.021,1601.937,1773.202,0
56.544,1.808,6.393,13.664,1820.078,1831.990,0
66.033,2.757,7.255,10.997,491.256,1805.664,0
65.680,2.532,5.868,14.168,101.402,1686.482,0
56.105,1.893,6.192,13.487,483.940,1862.813,0
63.529,2.541,6.191,15.282,1142.951,1708.250,0
65.093,1.753,6.086,14.174,396.714,1785.261,0
57.898,2.443,6.597,12.721,1739.408,1754.941,0
60.321,2.446,5.770,14.441,927.038,1684.427,0
56.810,1.479,6.028,12.693,472.166,1779.345,0
65.972,2.394,6.090,14.615,446.768,1635.025,0
60.142,2.280,6.026,14.017,212.249,1860.290,0
55.762,2.082,5.913,16.034,56.616,1809.998,0
75.709,3.093,5.680,14.560,594.548,1815.521,0
60.651,2.949,6.204,12.104,1207.043,1675.871,0
52.961,0.836,5.654,12.024,1594.822,1707.500,0
64.487,2.883,6.130,13.130,541.159,1731.431,0
62.038,2.511,6.667,15.785,361.200,1698.242,0
65.708,1.479,6.278,14.526,1889.787,1786.405,0
61.949,2.008,7.122,15.908,1799.555,1641.903,0
68.541,2.582,6.198,11.604,925.063,1795.099,0
57.910,2.059,6.119,17.269,762.207,1716.353,0
67.420,2.891,4.958,17.091,1331.117,1709.992,0
66.629,2.591,6.304,14.755,1944.621,1756.675,0
58.813,2.512,6.118,14.588,706.076,1803.332,0
58.443,1.479,6.014,14.870,78.426,1724.104,0
62.800,1.561,6.174,13.247,1729.148,1729.178,0
51.107,0.851,6.197,13.381,149.747,1769.535,0
63.756,1.816,6.177,13.453,55.239,1705.457,0
60.774,1.982,6.076,15.928,1193.003,1763.468,0
64.950,2.550,6.840,16.287,997.474,1739.890,0
65.421,2.433,6.436,17.537,1093.209,1737.768,0
70.086,2.938,5.543,12.191,393.670,1746.460,0
61.963,2.046,5.639,15.390,1806.374,1757.708,0
57.370,2.123,4.920,13.424,939.383,1657.981,0
56.492,1.623,6.111,15.168,472.427,1842.576,0
57.155,2.498,6.480,13.984,1240.220,1810.953,0
61.921,1.827,6.085,14.115,553.535,1735.352,0
64.476,1.925,5.634,12.273,98.001,1797.376,0
67.071,1.137,6.126,10.760,1272.385,1756.836,0
60.890,2.380,5.815,14.254,1358.815,1831.873,0
65.068,2.584,5.859,10.727,949.347,1774.286,0
61.929,2.519,6.533,14.449,1589.476,1740.818,0
63.731,1.623,6.173,14.311,721.038,1849.118,0
55.096,1.923,4.354,14.158,1317.030,1710.736,0
62.770,1.974,5.689,14.223,1920.352,1825.818,0
60.476,2.202,6.044,13.638,909.147,1607.466,0
63.544,1.409,6.220,14.847,723.057,1665.562,0
60.142,1.938,6.047,10.407,324.548,1711.161,0
59.224,2.870,6.155,14.360,597.738,1678.772,0
63.814,3.046,5.425,16.135,827.456,1793.724,0
64.550,3.384,6.640,15.565,152.620,1845.251,0
69.573,1.859,4.843,14.656,1253.899,1698.104,0
57.862,1.598,5.300,9.512,44.739,1720.466,0
66.011,2.738,6.018,15.210,1608.930,1733.498,0
63.610,2.364,6.217,13.883,1326.344,1692.716,0
67.494,2.696,5.756,14.454,327.368,1645.886,0
67.585,1.976,5.845,15.944,1133.803,1798.774,0
56.445,2.469,6.114,11.915,900.273,1688.723,0
63.250,1.671,5.989,17.088,789.459,1763.228,0
58.631,1.725,5.320,14.990,966.674,1749.286,0
55.381,1.610,5.510,15.006,1591.268,1799.083,0
65.782,2.048,5.694,15.385,1607.834,1746.987,0
66.970,2.080,6.444,14.054,1624.597,1731.086,0
60.658,2.016,6.174,11.461,1001.997,1902.537,0
64.094,1.701,6.725,16.046,1947.073,1749.135,0
62.226,3.010,5.946,15.785,154.177,1659.219,0
68.825,1.740,6.180,14.441,226.969,1722.789,0
62.901,2.135,6.383,12.733,1062.605,1731.069,0
61.733,1.631,6.332,16.798,1042.640,1662.813,0
61.012,2.049,6.351,13.709,660.596,1826.838,0
56.662,3.086,6.547,13.956,1902.779,1768.894,0
67.219,1.817,6.539,14.302,1602.736,1771.580,0
67.790,3.083,5.729,14.945,1540.371,1792.777,0
55.114,2.000,5.576,14.486,1922.263,1819.564,0
66.847,3.085,7.013,13.859,73.569,1661.836,0
59.566,2.113,6.130,12.343,297.542,1765.174,0
57.926,2.630,5.082,14.135,1259.446,1780.415,0
61.086,1.148,6.197,12.602,1495.456,1817.093,0
60.882,1.942,5.549,13.519,682.037,1676.609,0
64.330,2.320,6.423,11.499,454.674,1730.148,0
67.020,2.313,6.199,13.078,931.175,1819.573,0
57.777,2.994,6.004,14.335,1552.989,1629.251,0
65.925,2.262,5.785,12.221,250.078,1778.312,0
59.835,2.321,6.338,16.588,1517.271,1656.473,0
67.189,2.693,6.100,13.100,1369.624,1896.860,0
69.245,3.196,5.303,14.916,1395.560,1743.481,0
63.573,2.518,5.218,15.105,519.378,1822.176,0
62.281,3.169,5.976,12.662,606.935,1850.575,0
61.910,2.274,5.372,15.077,1873.639,1650.990,0
64.487,2.463,6.503,14.550,1561.587,1652.122,0
60.777,3.063,5.906,19.148,1489.775,1782.647,0
67.541,1.878,5.553,14.809,88.986,1800.333,0
73.081,2.834,6.246,15.257,1501.492,1773.600,0
63.560,2.713,5.844,13.773,1087.905,1787.115,0
51.799,1.877,5.650,13.860,1712.913,1808.243,0
58.766,1.406,6.389,16.277,1407.772,1683.552,0
64.380,2.546,6.104,13.624,1975.673,1771.932,0
60.770,2.235,5.869,17.734,275.397,1769.921,0
60.582,1.460,5.495,17.728,818.673,1628.492,0
62.438,2.296,5.841,13.067,169.139,1719.211,0
63.764,1.395,5.819,13.585,174.270,1761.859,0
60.817,1.690,6.776,15.061,717.040,1753.296,0
62.569,1.863,5.804,15.920,1012.948,1723.980,0
64.222,2.182,5.813,11.963,1393.658,1788.977,0
65.268,2.353,6.389,11.462,1930.579,1796.108,0
64.057,2.079,5.702,12.549,1509.168,1737.111,0
62.843,2.490,5.852,13.720,1884.344,1698.708,0
90.720,3.318,5.279,17.218,1320.796,1941.534,1
67.300,1.931,6.783,14.544,837.327,1725.206,0
61.080,2.546,6.244,15.033,1342.643,1782.955,0
60.137,1.611,5.727,13.960,318.737,1771.993,0
67.351,1.441,6.812,12.269,1822.415,1763.701,0
62.242,2.018,5.366,16.773,710.972,1737.350,0
60.591,2.094,4.476,13.891,865.934,1733.381,0
64.482,1.285,5.782,16.470,36.576,1617.600,0
71.807,3.488,6.476,14.342,1815.265,1809.750,0
63.322,2.184,6.256,15.284,1996.677,1682.529,0
66.849,2.065,5.341,16.362,1034.723,1799.554,0
63.285,2.837,5.840,15.332,733.973,1757.763,0
53.689,1.899,5.649,10.867,903.628,1745.718,0
56.306,2.175,6.141,14.436,210.566,1867.255,0
60.547,2.260,6.795,13.390,444.125,1721.572,0
56.489,1.808,5.128,12.229,1785.529,1702.786,0
59.090,2.378,6.415,13.564,566.271,1783.969,0
62.638,1.963,5.581,13.123,1937.326,1805.821,0
65.266,2.100,5.042,14.872,515.734,1706.528,0
65.270,2.939,6.243,16.979,949.509,1718.720,0
58.809,0.728,6.501,13.145,1497.685,1628.160,0
56.027,2.124,5.922,15.136,356.603,1833.134,0
66.820,1.993,5.185,16.840,756.510,1806.401,0
67.226,2.535,6.695,14.228,1019.776,1813.693,0
61.280,1.600,6.646,13.659,1105.861,1590.885,0
62.988,1.778,5.302,13.213,1836.343,1689.976,0
72.855,7.991,5.589,15.029,2322.233,1709.339,1
75.917,2.887,5.821,16.195,330.707,1812.344,0
58.304,2.183,6.329,13.648,1698.602,1904.485,0
54.960,0.940,6.175,12.335,167.534,1766.885,0
48.821,1.873,4.904,12.257,1781.217,1840.931,0
52.311,2.133,5.988,15.988,702.811,1728.861,0
76.569,2.627,6.076,14.015,224.632,1766.602,0
57.607,1.850,6.172,14.947,161.570,1712.139,0
60.230,2.635,6.171,14.775,155.246,1734.023,0
60.041,2.770,5.291,14.128,1036.533,1881.100,0
63.181,3.189,6.774,15.022,1132.876,1813.662,0
59.591,1.889,7.011,15.513,1501.263,1693.024,0
58.008,1.967,5.078,13.085,422.511,1780.722,0
61.069,2.775,5.264,15.235,157.574,1763.840,0
63.025,3.000,5.879,14.878,904.082,1725.738,0
71.134,2.756,7.020,16.201,1198.482,1894.932,0
70.961,1.910,7.176,13.989,1160.740,1824.576,0
72.255,3.143,4.861,15.543,1817.492,1784.688,0
62.054,2.159,5.352,13.991,1057.729,1740.912,0
63.320,1.999,4.962,14.136,1193.337,1760.538,0
65.116,2.517,5.745,15.870,1557.402,1811.217,0
56.354,1.660,6.328,15.866,264.998,1810.284,0
59.311,1.156,5.863,12.003,10.962,1618.254,0
65.673,2.568,5.413,14.115,1510.308,1789.857,0
63.652,1.844,5.989,17.123,1686.701,1792.204,0
63.103,1.618,6.167,13.637,113.348,1780.347,0
67.641,2.194,5.632,14.484,1509.577,1649.393,0
60.002,1.836,5.887,12.514,354.914,1671.873,0
56.406,2.653,5.930,17.312,1468.197,1707.676,0
56.512,1.691,5.955,14.193,604.360,1763.274,0
82.720,4.135,5.263,17.423,1227.973,1789.920,1
84.046,3.592,5.663,20.595,2184.812,1654.401,1
65.130,1.914,6.072,14.800,1893.638,1686.797,0
70.531,6.182,6.261,14.571,2020.747,1463.517,1
58.531,1.072,5.807,12.048,1918.712,1745.409,0
61.912,2.496,5.183,13.356,1655.720,1815.475,0
60.004,1.606,5.841,12.347,392.467,1692.923,0
56.820,2.768,6.893,13.724,843.707,1714.556,0
52.812,1.795,5.975,11.985,1740.305,1821.671,0
70.865,2.946,6.521,13.849,1491.744,1862.214,0
58.330,1.942,5.897,14.838,284.878,1751.544,0
67.857,2.236,5.752,12.460,670.908,1654.732,0
58.472,2.702,7.849,16.435,26.635,1745.293,0
58.844,1.748,5.803,12.998,810.253,1857.855,0
69.045,1.992,5.374,15.069,1073.703,1770.027,0
63.776,2.258,6.518,12.922,692.784,1801.399,0
63.938,2.088,6.180,12.278,1452.566,1790.169,0
60.378,2.135,6.323,11.553,158.655,1779.458,0
54.907,1.904,6.498,13.143,1569.208,1660.780,0
70.385,8.461,6.328,14.384,2598.724,1635.795,1
66.238,2.453,5.219,14.296,1450.011,1805.508,0
63.955,2.630,5.668,13.800,1056.305,1689.356,0
48.469,1.355,6.204,12.863,1436.695,1804.305,0
65.248,2.693,7.157,15.359,347.168,1712.045,0
63.629,1.909,5.536,14.307,451.907,1739.219,0
53.605,1.741,5.961,14.694,781.662,1678.632,0
63.104,2.175,6.263,13.007,1725.797,1663.594,0
65.122,2.666,5.857,12.823,636.089,1755.471,0
59.826,1.597,6.281,14.481,770.333,1755.680,0
68.065,2.312,6.004,14.572,811.923,1758.089,0
62.205,2.633,6.255,12.801,1422.917,1900.497,0
57.334,2.423,6.888,15.021,1461.010,1750.304,0
65.554,2.214,6.571,15.580,1691.347,1793.548,0
66.997,2.057,5.731,13.335,859.945,1713.334,0
55.574,2.203,6.331,13.933,1619.692,1806.617,0
63.337,2.300,5.702,14.952,1055.085,1722.507,0
65.803,2.155,6.890,12.126,1301.565,1634.038,0
58.916,2.459,5.749,13.350,59.431,1707.458,0
56.233,1.564,6.640,13.225,188.838,1837.711,0
62.211,2.239,6.565,14.130,1850.670,1686.185,0
59.724,1.971,6.212,14.922,1273.241,1827.779,0
56.890,2.139,6.293,14.732,838.891,1746.287,0
66.443,2.289,7.106,13.515,1795.114,1791.568,0
72.492,2.951,5.924,16.172,1351.852,1814.594,0
62.580,2.397,6.178,14.332,1922.053,1727.429,0
69.564,2.297,5.920,15.338,1236.721,1694.299,0
61.433,2.240,5.805,11.678,1805.815,1773.380,0
48.791,1.709,6.521,13.769,1204.067,1812.480,0
71.056,2.877,5.947,12.783,717.906,1800.809,0
65.149,1.808,6.519,13.585,658.585,1764.690,0
63.709,2.321,6.434,16.818,690.248,1815.448,0
59.386,1.944,6.413,14.659,614.647,1706.422,0
62.447,2.200,5.858,13.198,1593.795,1757.490,0
58.109,1.478,6.661,12.728,1780.880,1793.117,0
60.290,2.462,5.333,12.099,524.942,1704.378,0
61.816,2.513,6.197,16.876,244.589,1782.667,0
57.979,1.992,4.924,15.031,490.175,1730.409,0
60.175,1.773,6.013,12.723,790.315,1777.522,0
65.124,1.485,5.666,14.227,61.769,1772.533,0
63.574,2.275,6.140,11.906,546.538,1917.915,0
63.236,2.773,6.919,14.115,888.669,1749.288,0
60.448,2.014,6.326,13.151,603.690,1722.983,0
62.079,2.375,5.931,13.753,1186.695,1815.465,0
65.636,2.570,6.581,14.990,1893.707,1690.195,0
88.039,3.553,5.124,19.949,1918.202,1771.431,1
62.201,1.994,6.659,14.811,1889.703,1863.219,0
62.316,2.455,6.704,14.123,652.293,1735.427,0
62.296,2.460,4.918,12.623,312.480,1640.380,0
68.419,2.205,4.574,13.104,269.010,1721.090,0
67.282,1.980,5.716,15.615,1563.714,1684.342,0
69.540,2.227,5.685,15.864,831.956,1822.027,0
52.845,1.499,6.122,13.449,529.434,1868.944,0
69.195,1.811,5.810,15.327,1575.210,1707.241,0
71.563,7.259,5.349,15.667,2596.616,1802.087,1
59.646,2.556,6.804,11.835,756.683,1808.087,0
69.279,2.110,5.911,16.487,611.031,1758.200,0
61.909,1.557,5.425,12.481,79.085,1710.869,0
57.684,1.839,6.259,12.253,105.763,1769.288,0
58.059,2.283,6.231,13.407,1730.503,1858.533,0
54.295,1.286,5.633,11.976,671.916,1747.405,0
66.125,2.083,6.231,13.882,1747.148,1787.862,0
67.283,2.636,5.689,12.975,394.651,1752.717,0
58.325,1.709,6.450,12.040,1523.049,1782.152,0
58.205,2.381,5.339,12.091,689.564,1737.367,0
51.894,2.200,6.732,13.341,722.904,1763.842,0
58.297,2.128,5.958,13.786,682.565,1770.781,0
63.527,2.475,6.657,15.358,280.404,1782.892,0
61.776,1.780,6.051,15.519,1210.643,1772.161,0
53.056,2.377,5.770,14.604,490.890,1734.326,0
66.548,2.402,5.034,15.997,1879.544,1740.602,0
62.839,2.404,5.696,16.207,1686.460,1828.087,0
64.757,2.458,6.001,15.434,1343.954,1735.669,0
66.841,2.523,5.480,16.053,624.460,1862.794,0
63.524,3.028,6.230,15.685,272.013,1752.650,0
51.643,2.217,5.525,11.918,405.146,1820.459,0
55.813,1.421,5.051,13.533,126.657,1775.394,0
64.295,2.009,6.260,13.515,268.693,1829.584,0
61.748,1.830,6.630,11.975,1396.843,1721.233,0
59.199,1.142,6.001,17.431,1761.986,1749.583,0
64.987,2.580,5.717,14.205,25.921,1748.496,0
61.612,2.334,6.586,13.270,192.594,1678.163,0
68.649,1.892,6.984,15.111,1145.235,1893.701,0
52.651,3.127,5.607,8.929,892.577,1685.579,0
61.139,2.737,5.382,12.277,1540.455,1745.351,0
63.614,1.883,6.414,15.994,849.099,1792.226,0
69.213,3.058,5.995,15.397,1206.040,1723.871,0
61.833,1.847,6.138,13.668,1479.133,1726.202,0
69.081,2.362,4.463,14.805,643.894,1653.142,0
65.906,2.484,5.785,15.230,725.944,1630.270,0
52.598,2.341,6.305,14.293,44.459,1825.999,0
71.319,2.455,6.326,13.033,1671.796,1815.174,0
53.579,1.178,6.914,14.309,388.117,1831.427,0
58.225,1.784,6.050,14.637,221.730,1797.702,0
64.960,1.944,5.450,14.882,1945.487,1873.256,0
66.127,2.304,5.943,14.640,854.267,1741.543,0
62.269,2.045,5.511,15.996,169.952,1651.940,0
61.753,1.993,6.270,14.145,1999.549,1775.211,0
67.811,2.824,5.743,14.271,648.983,1811.826,0
59.570,2.028,5.338,14.862,1300.953,1760.548,0
69.500,1.238,5.516,15.112,760.917,1617.589,0
56.567,2.251,6.397,13.940,1505.875,1804.570,0
56.432,2.942,5.708,14.525,665.928,1804.006,0
62.764,3.035,6.366,13.645,1307.585,1704.261,0
63.918,2.655,5.167,14.989,1181.266,1775.173,0
69.148,2.613,5.607,10.947,1882.882,1691.331,0
57.530,2.177,6.074,16.005,794.577,1751.209,0
68.593,2.452,6.279,13.628,983.298,1716.105,0
64.929,2.458,5.488,13.299,630.183,1723.471,0
66.952,2.636,5.357,14.949,1261.480,1728.516,0
